CLUE,ANS,POS
"Inscribed slab found 1799, making it possible to decipher Egyptian hieroglyphics ",rosetta stone,1
Had the same opinion ,agreed,1
Divides in two ,halves,7
Band worn around the neck ,choker,2
Vast multitude ,legion,3
Tiredness,fatigue,1
Exotic flower ,orchid,1
Bovine animals ,cattle,1
Hostelry for travellers ,inn,1
Set of clothes or group of people ,outfit,1
Immediately appealing or noticeable,eye-catching,9
It's distilled from molasses ,rum,1
Sheer fabric of silk or rayon ,chiffon,1
Mid-day ,noon,1
Lustre ,sheen,1
"Medieval Japanese trained in martial arts, assassination and espionage ",ninja,1
US state ,indiana,14
Curly-haired breed of dog ,poodle,2
Gravelly courage ,grit,1
About-turn ,reversal,4
Male domestic feline ,tomcat,1
Wine merchant ,vintner,2
