CLUE,ANS,POS,FOUND IN
Former currency of Portugal,escudo,3,"Euro (current official currency in Portugal since 1999; however, prior to this, the escudo was used)"
"Henrik -, dramatist from fourteen down (Hedda Gabler) ",ibsen,10,"Henrik Ibsen, pen name"
"Eg, native of Teheran ",iranian,3,Iranian heritage
Darkness ,night,2,Midnight
Card game - pontoon - couple,bridge,1,Bridge partnership
Smithy ,forge,5,Fire-forged metalsmith
Assault ,attack,3,"Forcible attack on a person, typically with the intention to cause pain or injury"
US witch-trial town ,salem,1,"Salem, Massachusetts"
Level or smooth ,even,8,Even ground
Grumble - complain,grouch,10,Grouchiness
Business that serves other businesses ,agency,5,IT Consulting agency
Greek master of geometry ,euclid,1,"Euclid: An ancient mathematician, often referred to as the ""Father of Geometry."" His most famous work is the book ""Elements,"" a compilation of his mathematical findings that laid down the foundational principles of geometry for centuries."
Entrust with secret ,confide,1,Confidentially
Vigour ,energy,19,Pulsating energy
Viral disease causing paralysis ,polio,1,Poliomyelitis
Brazilian dance ,samba,1,"Samba: A lively, rhythmic dance originating from Brazil that is characterized by its energetic movements, intricate footwork, and joyful spirit."
