CLUE,ANS,POS
"'Refrain from, stop (6)' ",desist,2
Gifts,donations,4
Stir (up public opinion?),agitate,7
"Sea-god, son of Poseidon ",triton,1
Shut ,closed,1
Blunt and candid,plain-spoken,3
Unexpected failure or error ,glitch,2
Set in the soil for growth ,planted,2
Dance originating in Cuba ,rumba,1
Metal fixing pin ,rivet,2
Oration,speech,1
Togetherness ,unity,1
"Juicy stone-fruit, orange-pink when ripe ",apricot,2
Reinstate ,restore,2
Cessation of hostilities to allow peace talks ,truce,1
