CLUE,ANS,POS
Lacking knowledge or awareness ,ignorant,1
Large wine bottle ,magnum,2
Prejudice ,bias,1
Gift ,donation,3
String of beads ,necklace,5
It's used in jam-making ,pectin,2
Traditional holy day ,sabbath,6
Period ,era,1
Certificate ,diploma,1
Collected in one place ,assembled,1
Study of human and animal behaviour ,psychology,1
Very small ,microscopic,2
Fastener; propeller ,screw,3
Member of a Bantu people living in Zimbabwe ,shona,1
Repository for objects of historical interest ,museum,1
Withdraw former statement or belief ,recant,2
Mexican monetary unit,peso,1
Annual ,yearly,1
"Another name for Dionysus, Greek god of drink ",bacchus,1
