CLUE,ANS,POS,FOUND IN
Rogue - tornado,twister,1,Violent twister
Dignity and assurance of manner ,poise,3,Poised
Stroll ,walk,1,Walking pace
By word of mouth ,oral,1,Orally communicated
Eccentric person like peculiar sphere ,oddball,1,Oddball (metaphorically relating oddness or strangeness)
"View, judgement ",opinion,3,Opinionated
Cover with close-fitting surround ,encase,1,Snugly encased
U2 guitarist,edge,13,"The Edge (guitarist, composer, and producer for U2)"
"Small, sharp sliver",splinter,5,Pointed splinter
Golf peg ,tee,1,Teeing block
Visualise ,imagine,16,Imagined scene
US inventor,edison,1,Thomas Edison
Gen,info,12,Kinfolk
