CLUE,ANS,POS
Someone not aristocratic or royal ,commoner,1
"Grew, progressed, evolved ",developed,1
Supporter in a conflict,ally,1
Paradise,garden of eden,9
Sickness of the stomach ,nausea,1
"Parts, pieces, portions ",segments,1
Unrefined ,crude,2
"Breaks out, gets away ",escapes,1
Buildings with few partitions ,open-plan,1
Dishonest man ,rogue,9
Seeker of alms ,beggar,1
French soft cheese ,brie,2
Haulage vehicles ,tractors,3
Small piece ,bit,6
Strong ,potent,3
Legal representative ,lawyer,4
