CLUE,ANS,POS,FOUND IN
Less than 50% or 18 ,minority,4,Minority stake
Hindu or Sikh teacher ,guru,1,Guruji
Rough drawing ,sketch,1,Sketchy outline
Stone-like marble with layers of colours ,onyx,11,Veined onyx
Implied ,tacit,12,Tacit acknowledgment
Heights occupied by Israel ,golan,3,Golan Heights region
Nearer in space or time ,closer,1,Closer proximity
National song ,anthem,1,Patriotic anthem
Yet - hushed,still,28,Petrified silence (stillness as if frozen in time)
Line of people ,queue,1,Crowded queue
Intensive military attack ,blitz,1,Blitzkrieg
Strip ,undress,12,Undressed
Dawn ,sunrise,2,Sunrise hour
