CLUE,ANS,POS,FOUND IN
Hallucinatory state of wild excitement,delirium,3,Hyperactive delirium
A friendly informal conversation ,chat,10,"Absolutely, let's make the most of this chat."
Comparatively good ,better,10,Better than average
Limited ,finite,15,Finite options
Ignites or illuminates ,lights,7,Lights up
Of the same value ,equal,1,Equal weight
Book of the Bible (wrongly) attributed to Solomon ,song of songs,3,Song of Songs (Song of Solomon)
A tough and testing time ,ordeal,14,Grueling ordeal
Scientist; type of shop ,chemist,13,Chemistry supply store
Danger ,hazard,2,Hazardous
Dorset seaside resort ,swanage,3,Swanage Harbour
Gobbledygook,gibberish,17,Verbal gibberish
Weighing instrument ,scales,7,Electronic scales
Pronged implement ,fork,4,Pointed fork
Voice between contralto and soprano ,mezzo,2,Lyric Mezzo-soprano
Large cat ,lion,2,"Leo (Greek symbol for lion, a large cat)"
Engrave ,etch,3,Etched
In due course,later,6,Sooner or later
Jump suddenly ,leap,1,Unexpectedly leap
Disposition of the body found in pure sot ,posture,2,Seated posture
Winding sheet ,shroud,1,Burial shroud
Lock of hair ,tress,7,Silver tress
"... vera, a soothing plant ",aloe,20,"Aloe vera (known for various soothing properties, including digestive aid)"
Against ,anti,4,Antithesis
Root used as a coffee substitute ,chicory,3,Chicory root
