CLUE,ANS,POS
French impressionist painter ,renoir,2
Composer or performer ,musician,5
Large gun ,cannon,1
Readily apparent ,evident,8
Throw away ,jettison,10
Commercial promotion ,advertisement,1
Burial place ,tomb,1
"Small beetle, crop pest ",weevil,1
Feeling of boredom ,ennui,1
Jealousy ,envy,1
Devotion (to a task) ,dedication,2
Peak ,acme,6
Definite article ,the,1
Tin alloy used to make plates and mugs,pewter,1
Striped equine ,zebra,1
"Shrewdness, good for business ",acumen,1
