CLUE,ANS,POS
Soft French cheese ,brie,1
Put a new surface on ,reface,10
Bite and grind food in the mouth,chew,1
Textile fibre,flax,8
Spicy pepper sauce ,tabasco,1
Heart rate ,pulse,2
"Start, launch ",initiate,1
Sailing boat ,yacht,1
"-- and Aeneas, opera by Purcell ",dido,1
Grant to help defray costs ,subsidy,1
Interchange of commodities without hinder ,free trade,16
Underground chapel ,crypt,1
Indian melody ,raga,1
Sticky substance ,goo,6
They see to it that wills are put into effect ,executors,1
(Account) sum received ,credit,5
Mentally overexerted ,stressed,6
Rodents ,squirrels,6
Classical dance ,ballet,7
