CLUE,ANS,POS
Sloping - likely ,inclined,2
Insinuate ,imply,3
Workplace representative of unionised employees ,shop steward,1
Unit of power ,watt,1
Pet rodent ,gerbil,2
Record of events year by year,annals,5
Take goods from (ship) ,unload,3
"Tiny organisms, can be good or bad ",bacteria,1
Food cupboard ,larder,2
Beam over a doorway,lintel,2
Usher in ,introduce,4
Hindu sage or saint ,rishi,1
Not fully developed ,immature,2
Incompetent or awkward ,inept,2
Personal teacher ,tutor,4
"Refuse, litter ",rubbish,9
