CLUE,ANS,POS,FOUND IN
Single cash payment ,lump sum,2,Lump sum transfer
Consume ,eat,1,Eating or drinking
Pungent ammonium carbonate crystals,smelling salts,8,Smelling salts substitute
Point directly overhead ,zenith,7,At the zenith
Capsule containing injection dose ,ampoule,4,Medication ampoule
Occurring in repeated series of events ,cyclic,4,Cyclical
Young eel ,elver,1,Baby elver (immature European eels)
Reflective surface,mirror,3,Mirror-like
Brush gently - coup,stroke,1,Light stroke
Had to pay ,owed,1,Owed money
Courage ,heart,1,Braveheart
Sheltered terrace attached to a house ,veranda,11,Veranda extension
Booth; prevaricate ,stall,7,Bazaar stall (a vendor in a marketplace may avoid truths for competitive advantage)
Charming ,adorable,5,Adorable and charismatic
