CLUE,ANS,POS,FOUND IN
Cloak-and-dagger ,secret,7,Secretive
T; Argentinian dance ,tango,1,"Tango - A passionate and dramatic partnered dance originating from Argentina, known for its intricate footwork and close embrace between dancers."
Lawyer (in Scotland) ,procurator,8,Procurator Fiscal
Disobey ,defy,2,Defy - To refuse to obey; challenge openly and boldly.
Room for surgery ,theatre,7,Theatrette (historically used term in French-speaking regions for surgery room)
Scurry -- iconic small car ,beetle,1,Volkswagen Beetle
Musician's aid for pitch ,tuning fork,9,Tuning fork (used as an objective pitch standard in music)
Cut down on ,reduce,11,"Restriction - Limiting or controlling something that needs to be decreased or reduced, such as dietary restrictions for health reasons."
Like an omelette ,eggy,19,"Eggy - describes the flavor or consistency reminiscent of eggs, often used to describe foods like omelettes that prominently feature cooked eggs as a key ingredient."
"Weill, Weber or Webber ",composer,1,Composer - Both Gustav Mahler and Alban Berg are considered prominent composers who were part of the early German Romantic period.
Bird (of peace?) ,dove,1,"Dove - Symbolizing peace, love, and purity in various cultures."
