CLUE,ANS,POS,FOUND IN
"Stiff, thick paper ",cardboard,4,Heavy cardboard
Of the brain ,cerebral,3,Cerebral (pertains to the brain or intellect)
Head of corn,ear,4,Pollen-bearing part
Shelter on sports ground ,dugout,2,"Dugout - Found in baseball and cricket as a seating area or protective space for team members, usually beneath the playing surface."
"American state, capital Des Moines ",iowa,1,Iowa (The U.S
Warn thief stealing slim biscuit - very slim ,wafer-thin,16,Svelte filch wafer-thin biscuit
Strangers ,aliens,4,Aliens (in a non-legal context)
Famous battle site in Texas ,alamo,1,"Alamo (The Battle of the Alamo, San Antonio)"
Unit of power ,watt,2,"Watt (the standard unit for measuring electrical power, named after James Watt)"
Inflamed ,red,1,Reddened
Wonderful ,super,5,Superb
S-shaped moulding ,ogee,8,"Ogee (in architecture, but can also be S-shaped)"
Diet ,regimen,2,Meal regimen
Beam over door or window ,lintel,18,"Lintel (over window, though more common with doors)"
