CLUE,ANS,POS
"'Standard, conventional (6)' ",normal,14
Damp and sticky ,clammy,3
Border,boundary,7
Cooking fat ,lard,2
Sudden sharp feeling ,twinge,10
Stamp collector ,philatelist,1
Guest ,invitee,4
Asian rainy season ,monsoon,1
Pasta in thin strands,vermicelli,6
"Alone, set apart ",isolated,1
Natural surroundings ,habitat,7
"Real, not abstract ",concrete,2
Grid ,lattice,2
Accidental release ,leakage,1
"Defeat, overcome",conquer,1
Mountainous ,craggy,15
Very dry ,arid,1
Such as well might happen ,likely,2
A wearing away ,abrasion,2
Dread ,terror,5
American term for swede ,rutabaga,2
Weighty book ,tome,1
Landslide,avalanche,5
Rascal ,scamp,6
"Uncover, expose to view ",expose,4
Large flightless bird ,ostrich,1
English composer ,purcell,6
Entertained ,amused,1
Occurrences ,events,5
International treaty ,pact,11
Missive ,letter,2
Language of Iran ,farsi,2
Joke; silencer ,gag,7
Lazy ,idle,6
Study of language and its structure ,linguistics,1
Throw about ,scatter,11
Deliver from harm ,rescue,10
Food passed through a liquidiser ,puree,2
OT prophet ,ezekiel,10
Present in great quantity ,abundant,1
