CLUE,ANS,POS
Brought to an end,concluded,5
One hundredth of a yen ,sen,1
Force off ,repel,1
Able to move ,mobile,12
Roman goddess of love ,venus,2
Sunrise ,dawn,1
Military chevron ,stripe,1
Make a copy or procreate ,reproduce,2
Restaurant,cafe,1
Decorative band on wall ,frieze,1
Steal (goods) ,loot,4
Hawaiian rain dance ,hula,1
Distinguished conductor,maestro,1
Aspiration ,ambition,13
Feeling one has seen something before ,deja vu,16
Large spoon with long handle ,ladle,1
Scorn ,disdain,2
Element discovered by the Curies ,radium,1
