CLUE,ANS,POS
Hot dusty wind ,sirocco,4
Slaughterhouse ,abattoir,1
Piece for eight players ,octet,1
"Animate, encourage",inspire,5
Seize one's opportunities while one can ,strike while the iron is hot,2
Devastate ,ravage,4
Item of footwear ,shoe,1
Magnify,enlarge,1
"'Go ___ , young man' ",west,1
Big and roomy ,spacious,1
Pig's noise,oink,1
Dauntless,unafraid,5
"Fingers, toes and numbers ",digits,1
Strain ,tension,4
W.E. Johns hero,biggles,2
Land of the tzars ,russia,1
Fraudulent medical practice ,quackery,1
American poet and mystery writer,edgar allan poe,1
Part of the eye ,retina,4
Deep red gem stone ,garnet,2
Antipodean country ,new zealand,2
Memorandum ,note,1
