CLUE,ANS,POS,FOUND IN
Depressed ,low,3,Low spirits
Pupil in a higher form ,senior,2,Senior student
Boggy land ,swamp,1,Swampy terrain
Unmarried state entered in to by some clergy ,celibacy,6,"Celibacy (though not always unmarried, it implies a commitment to remain unmarried)"
Bede's resting place ,durham,9,"Cuthbert's shrine at Durham Cathedral - Though not directly connected, it is linked through Cuthbert, whom Bede influenced greatly."
Boulevard,avenue,14,Avenue of historical significance
Hurry ,haste,14,"Haste makes waste (often used in contexts where being fast might lead to errors, but it can imply hurrying nonetheless)"
Large livestock farm ,ranch,1,Cattle ranch
Very striking ,spectacular,15,Spectacularly clear
Minor argument,spat,13,Barely noticeable spat
Talon ,claw,1,Bird claw
Degree document ,diploma,3,Diploma or degree certificate
Grown-up tadpole ,frog,2,Froglet - an early stage in a frog's development before becoming an adult
Young horse ,colt,2,Colt (for male horses under 2 years old)
Leading performer,star,1,Star performer
Large soft bread roll ,bap,1,Giant bap
Genuflect,kneel,6,Kneel on one knee
Colour for aristocracy or emperors ,purple,1,Imperial purple
Group of states ruled by one ,empire,10,Empire ruled by a single sovereign
"A powerful explosive, initially ",tnt,3,TNT (Trinitrotoluene)
Flock,herd,2,Sheep herd
Fine earthenware ,porcelain,12,Painted porcelain dish
Put into hock ,pawn,4,Pawned goods
Cordial,warm,5,Warm-spirited
Figure of a person made of ice crystals ,snowman,10,Snowman's twin
