CLUE,ANS,POS,FOUND IN
Manipulate; manage ,handle,11,Handle (as in managing a task)
In reserve; remark ,aside,4,Set aside
Solid - business ,firm,10,Firm (firm establishment)
Coin as opposed to paper money  ,specie,21,Specie (coin money; hard currency).
Shore ,coast,5,Coastline (where the sea meets the shore)
Cavalry sword ,sabre,4,"Cutlass (more commonly associated with naval use but occasionally referred to as ""sabre"" which can cause confusion)"
Xylophone-like instr. ,marimba,14,"Xylophone cousin (e.g., marimba, vibraphone)"
Port city of Poland ,gdansk,2,Polish coastal metropolis with Teutonic past (6) - Answer: Gdansk
Border ,hem,10,"In mathematics or geometry, the line segment that is equidistant from two fixed points."
Eye inflammation ,iritis,8,Iritis or anterior uveitis (inflammamoin affecting the iris and ciliary body)
Doctor Who's machine ,tardis,1,"TARDIS (Time And Relative Dimension In Space, the Doctor's time-traveling spaceship)"
Buyers' line,queue,1,Checkout queue
