CLUE,ANS,POS
1940s' jazz characterised by virtuosity ,bebop,1
Disclose or uncover ,reveal,2
Accuse with a crime (US) ,indict,2
Scintillate ,sparkle,2
Peak ,summit,2
New Zealander ,maori,1
Publicise ,advertise,1
Embankment that should prevent flooding ,levee,5
Over to the other side,across,12
Pouched animal from down under ,kangaroo,2
Back (in time),ago,1
Infer ,deduce,2
Normal; innate,natural,1
Lady luck ,chance,6
"Obstinate, tenacious ",stubborn,11
Circumvent ,evade,2
Introductory music ,prelude,2
Hindu sect and its chant ,hare krishna,1
"Obligations, responsibilities ",duties,3
Plunge headlong ,plummet,4
Anger ,ire,3
Kayak-like boat,canoe,1
Organ of hearing ,ear,1
One's university,alma mater,1
Strong wind ,gale,1
Fame ,stardom,8
Foe ,enemy,4
IX,nine,1
