CLUE,ANS,POS,FOUND IN
Eating disorder ,anorexia,1,Anorexia nervosa
It's a grand race ,national,18,International competition
Immoderate eater,glutton,1,Gluttonous
Prefix meaning many ,multi,1,Multi-
Liquid ,water,3,Watery
Voltaire novel ,candide,1,"Candide, or Optimism"
Speech impediment ,stutter,1,Stuttering
Anti ,against,5,Rebelling against
Do needlework ,sew,5,Sewing
Very hot period ,heat wave,19,Intense heat wave
Continuing at full strength or intensity ,unabated,4,Unabated momentum
Depletes the fools ,saps,17,Saps misguided confidence
"Italian archbishop of Canterbury, 1093-1109 ",anselm,4,Anselm of Ripon (Anselm of Aosta)
Contributes further ,adds,6,Adds to
Agatha Christie's Belgian detective ,poirot,1,Hercule Poirot
Make (someone) used to (something) ,accustom,1,Accustomed
Pale and wan (6) ,pallid,13,Pallid complexion
Terror ,panic,18,Panic-stricken
Hitler's title ,f,1,Führer
Unfettered,free,1,Free-spirited
A noisy American snake ,rattler,9,Western diamondback rattler
Venetian painter - gambling game ,lotto,9,"Lorenzo Lotto (little is known about his interests; however, Venetian culture was rich with leises and pastimes)"
Bony framework ,skeleton,4,Vertebrate endoskeleton
Fungal plant disease ,mildew,7,Powdery mildew
Sandbank ,bar,6,Barrier affecting water flow
Golf ball support ,tee,2,Tee holder
Small African nocturnal primate with large eyes ,bushbaby,1,Galago (also known as a Bushbaby)
