CLUE,ANS,POS,FOUND IN
Depressed ,low,6,Low-spirited
Pupil in a higher form ,senior,2,Senior pupil
Boggy land ,swamp,1,Swampy terrain
Unmarried state entered in to by some clergy ,celibacy,9,Lifelong celibacy (for some religious orders)
Reptile with two pairs of legs ,lizard,6,Lizard (general term with various specific reptiles having two pairs of legs)
The United States ,america,10,"Gatsby dreams (referencing The Great Gatsby, an American novel)"
Boulevard,avenue,2,Wide avenue
Jester ,joker,14,Crafty joker
Recede ,ebb,13,Ebb outwards
Scand. cured salmon ,gravlax,2,Gravlax-style salmon
Large livestock farm ,ranch,3,Ranching terrain
It's used to treat disorders and diseases ,medicine,9,Herbal medicine (traditional use for various ailments)
Very striking ,spectacular,26,Spectacularly vivid scene
Farm store ,barn,3,Barnstore
Talon ,claw,1,Bird's claw
Grown-up tadpole ,frog,2,Froglet
Showy flower ,orchid,7,Opulent orchid
Leading performer,star,1,Star act
Genuflect,kneel,6,Kneel momentarily during prayer
Colour for aristocracy or emperors ,purple,2,Regal purple
Group of states ruled by one ,empire,5,Austro-Hungarian Empire (Before its dissolution in 1918)
"A powerful explosive, initially ",tnt,5,Trinitrotoluene (TNT)
Fine earthenware ,porcelain,16,"Bone china (a type of hardpaste porcelain that may resemble the texture/finish of some earthenwares when glazed, though not made from earthy materials)"
Put into hock ,pawn,1,Pawned
Cordial,warm,1,Warmly welcoming
Figure of a person made of ice crystals ,snowman,8,Snowman-like shape
