CLUE,ANS,POS
Departure ,leaving,1
"Prescribed course of diet, exercise, etc ",regimen,1
Providing (a baby) with milk ,breastfeeding,2
Japanese raw fish dish ,sashimi,1
Adoration ,worship,1
Military trainees ,cadets,2
India rubber ,eraser,3
To correct ,amend,1
One-horse carriage,gig,9
Denver's state ,colorado,1
Charming ,delightful,3
Of the country ,rural,1
Victor ,winner,19
Travel document ,passport,1
Position or posture ,stance,13
Cylinder,tube,3
Painful muscle contraction ,spasm,2
Falsely sentimental ,mawkish,2
New England state ,maine,2
Small stem ,sprig,14
Mountainous Welsh region ,snowdonia,1
Disentangle ,unravel,12
Not fortunate ,unlucky,1
Pure whisky,malt,5
