CLUE,ANS,POS
In the unlikely event of problems ,just in case,1
Brave guy ,hero,1
Breathed audibly and deeply ,sighed,18
Spoof ,hoax,1
"Orson, film director ",welles,1
Self-government in local matters ,home rule,2
Something provoking a response ,stimulus,1
Prevaricate; booth ,stall,7
Immature form of insect ,larva,1
Nightclothes,pyjamas,7
Hair dye ,henna,1
Strange ,queer,5
Feral ,wild,1
Leaks slowly ,seeps,3
Boy attendants ,pages,9
Sweetheart ,darling,1
Early satellite ,sputnik,1
Painful ,sore,4
Bubbles ,foam,1
Police weapon ,taser,8
Appealing to emotion rather than actuality ,sentimental,2
"- - Flynn, film star ",errol,1
Long seat with back and arms ,settee,3
Walk as if about to fall,stagger,9
Baby swan ,cygnet,1
Regular,usual,13
Set of clothes,outfit,1
Surprise greatly or daze ,stun,16
Seraph ,angel,1
Highest points or tips ,apexes,4
Culinary herb ,coriander,14
