CLUE,ANS,POS
Roman Emperor notorious for vice and luxury ,nero,1
Clown,jester,2
Get away ,escape,3
Sorcerer ,magician,1
Thrilled ,excited,2
Burrowing marsupial ,wombat,1
Prison formerly standing on site of the Old Bailey ,newgate,1
Of soldiers and warfare ,military,1
The world considered as a linked community ,global village,1
Naval asset ,warship,3
Marine - living in water ,aquatic,1
Abundant in quantity ,copious,8
Small falcon ,merlin,1
Dramatic prince of Denmark ,hamlet,1
Sermons are preached from it ,pulpit,1
"Undamaged, not broken ",intact,1
Sudden impulse ,whim,9
