CLUE,ANS,POS,FOUND IN
Class of animal including spiders and scorpions ,arachnid,1,Arachnids
Driven by liquid under pressure ,hydraulic,2,Hydraulics
Threadlike strands growing from the skin ,hair,1,Hair follicles
Jutting part of lower jaw,chin,9,Chin prominence (if associated with the lower jaw)
Type of fastening - on/off key,toggle,13,Pin toggle (used in some electronic devices for quick access)
Pulchritude,beauty,11,Admirability (can refer to admiration of someone's beauty)
Took a loan of ,borrowed,1,Borrowed funds
Natural gift ,talent,2,Inborn talent
Treatment centre ,clinic,1,Health clinic
Carriage for hire ,hackney,5,Hackney carriage (historical term)
"Jeffrey, bowman? ",archer,1,Archery enthusiast
Implicit,tacit,13,Tacit acknowledgment
Haunt -- preoccupy ,obsess,1,Obsession
