CLUE,ANS,POS
Knight's title,sir,1
"Accede, acquiesce ",assent,9
Projectile from bow ,arrow,1
Bream (anag.) ,amber,1
Alcohol for the trifle ,sherry,4
"Grant, confer ",award,2
"Concurred, assented ",agreed,1
Continuous record of events in order of time ,chronicle,1
Tool for cutting grass with blade on long pole ,scythe,1
Culmination,climax,19
Stew-dish ,casserole,1
Military encirclement ,siege,2
Exoneration ,acquittal,2
Stole ,purloined,2
Physician (informal) ,medic,4
Tropical fruit ,mango,2
Area of variation ,range,5
Area with frozen subsoil ,tundra,2
Involving death ,fatal,4
