CLUE,ANS,POS
Decoration ,embellishment,2
Person whose earnings support the family ,breadwinner,1
Man-made lake or tank,reservoir,1
Nonmilitary person ,civilian,1
Lizard that can change its skin colour ,chameleon,1
Without a particular aim or purpose - say a choice ,random,8
"Fake, phoney ",bogus,2
Obscured ,veiled,6
Decorates ,adorns,1
Zero,nil,2
Hairstyle cut shortly and evenly all round,bob,1
Pressing of a dangerous situation to the limit,brinkmanship,1
Person with refined tastes in food and drink ,epicure,3
