CLUE,ANS,POS
"Collie, perhaps ",sheepdog,9
Givers as of blood ,donors,1
Uncooked ,raw,1
Incorporeal being ,spirit,2
Fine fabric ,silk,1
Informal conversation ,chat,2
Very detailed ,intricate,4
Habitual worldwide traveller ,globetrotter,2
"Find, or establish in particular place ",locate,1
Jewish meal ,seder,5
Region with more than three dimensions ,hyperspace,2
Dairy product ,cheese,2
Comprehended ,understood,1
Chrysalis ,pupa,1
Huge ,gigantic,3
Bounce back ,rebound,2
Strip,divest,11
Response ,answer,5
Instruct ,train,6
State of SW US ,arizona,4
Insect drawn to flame ,moth,1
Assembly for discussion ,conference,3
Good humour ,gaiety,4
Coniferous tree ,larch,7
Model ,pattern,9
Salt water expanse,ocean,1
Home made of blocks of snow ,igloo,1
Curative mineral spring ,spa,1
Incendiarism ,arson,1
Creator of ceramics ,potter,1
Merciful ,lenient,3
Detailed examination ,analysis,1
Precipitous ,steep,2
Hereditary molecule ,gene,3
String quartet instrument,cello,4
Unconscious state ,coma,1
He's not involved - just observing ,onlooker,3
Colour of embarrassment? ,scarlet,9
"Matter or concern, perhaps of the heart ",affair,9
Come to rest -- North Yorkshire market town ,settle,16
Falsehood ,untruth,1
Large indefinite number ,myriad,4
Accent ,emphasis,16
