CLUE,ANS,POS
Pieces of broken glass ,shards,1
Animal or vegetable pouch,sac,1
Young cow ,calf,2
Dirge ,lament,15
(Of beer?) available ,on tap,1
Building for travellers ,hotel,4
"Differ, dissent",disagree,1
"Uninvolved, distant ",aloof,1
Irish police ,garda,3
Striking with the foot ,kicking,2
Wilt ,flag,2
Way of bearing one's body ,posture,1
Spud ,potato,1
Vegetable resembling celery,fennel,6
Pennine town in Greater Manchester ,rochdale,13
Legal enactment ,statute,1
"-- Monroe, US actress ",marilyn,1
Woman's garment,blouse,4
Gift (to charity) ,donation,1
"Examined, tried ",tested,2
"Keenness, avidness ",eagerness,5
