CLUE,ANS,POS,FOUND IN
Collection of items of information ,data,1,Data set
"'' ... Spirit'', Noel Coward play ",blithe,1,Blithe spirit
Kind of rehearsal like thirsty trot ,dry run,5,"Dry run (a rehearsal without the actual event occurrnce, somewhat similar to being prepared or ready like having a drink of water before running when thirsty)"
Crosswise ,transverse,9,Transversely
Aperture for lock opening ,keyhole,2,Keyhole (the most direct association with an opening for keys)
Tract of pastureland ,lea,8,Leasehold farm
Designed to reduce wind resistance,streamlined,2,Streamlined form
Thwart (as once was possible on the green) ,stymie,21,"Stymie (to present as an obstacle, so as to hinder progress; block the way)."
Defeated or hit repeatedly ,beaten,1,Beaten down
Of foods) made from milk ,dairy,1,Dairy products
"Resounding, ringing ",resonant,3,"Sonorous (adj., possessing full deep sound; resonant, often used to describe voices)"
