CLUE,ANS,POS,FOUND IN
Picture dyed into the skin ,tattoo,1,Tattoo-like discoloration
Ravine ,canyon,3,"Deep, narrow canyon carved by a river"
Cab ,taxi,2,Taxi service
Scent bag - shampoo envelope,sachet,25,"Malodorous shampoo sachet (unpleasant smell, representing hunger for better scent)"
Noise caused by electrical interference ,static,1,Electrostatic discharge
Small ingenious device ,gadget,10,Tiny yet ingenious gadget
Boxer who leads with the right hand ,southpaw,10,Employs a standardized southpaw defense (contextually opposite)
Country and porcelain ,china,1,"China: The originator of fine porcelain, known for its exquisite craftsmanship and delicate beauty in the world of ceramics."
Don't take the rubbish ,refuse,6,Shun dumping refuse improperly
Unsightly ,ugly,3,Ugly or unattractive
Winter sport where stones are slid towards a target,curling,1,"Curling: This winter sport involves players sliding large, polished granite stones across an ice surface toward a circular target area, known as the ""house."" Players strategically sweep the ice in front of the stone to control its speed and direction."
Cricket fielding position,mid-off,7,Mid-off fielder
"Roman Emperor, d. 117",trajan,1,"However, if the clue seeks a different emperor who died in 117, then perhaps it refers to Trajan, born Marcus Ulpius Traianus, an adopted son of Nerva and later Hadrian's predecessor:"
The Garden of Eden ,paradise,2,Paradise Lost
