CLUE,ANS,POS
South Pacific member of the Commonwealth ,fiji,2
Subcontinent ,india,1
Impractically idealistic,quixotic,5
Instinctive ,intuitive,10
Mediocre ,average,1
Peculiar in behaviour ,quirky,2
University teacher ,lecturer,2
Sudden thrust in fencing ,lunge,1
Organic matter in topsoil ,humus,1
Unintelligent ,stupid,3
Pull a face ,grimace,1
Death through lack of twenty seven across ,suffocation,8
Dying coals in fire ,embers,2
One in loco parentis ,guardian,1
"Career, calling ",vocation,2
Unit of energy ,erg,4
