CLUE,ANS,POS
"Stiff, thick paper ",cardboard,1
Head of corn,ear,2
Painter and wallpaperer ,decorator,1
Person who watches others in secret ,voyeur,5
Teasing unpleasantly ,taunting,2
Small mouthful of food ,morsel,1
Aromatic herb ,tarragon,11
Lubricant ,oil,2
Group of bushes ,thicket,1
Land covered with trees,forest,1
Inveigh against,abuse,3
Back of the foot ,heel,1
Unit of power ,watt,1
Military land force ,army,1
Inexpensive accommodation as for back-packers ,hostel,1
Relate to; anxiety ,concern,4
"""Getting on""",elderly,4
Not temporary ,permanent,1
Flummoxed ,nonplussed,6
"Destiny, kismet ",fate,1
