CLUE,ANS,POS
Clamorous ,noisy,1
A long arduous march ,trek,1
Light volcanic rock ,pumice,1
Stale; fungus-covered ,mouldy,1
It's thrown in a field event ,javelin,1
Inhabitant of a city ,citizen,2
Agreement ,harmony,3
Small falcon,kestrel,3
Draught of medicine ,potion,12
Underground passage ,tunnel,1
"Chain, shackle ",fetter,2
Roman emperor ,nero,3
Mediterranean island ,cyprus,1
"Hot and bothered, rattled",flustered,1
Threefold ,triple,1
Break - niche,recess,18
Revealed; spread out ,unfolded,27
Indian prince ,rajah,1
Church residence ,vicarage,3
Prevents or hinders passage ,obstructs,2
Portuguese Atlantic isles ,azores,1
Verify -- rein in ,check,3
