CLUE,ANS,POS
Raise ,elevate,1
Scruffy; unfair ,shabby,5
Firm ,stable,1
Green public spaces ,gardens,2
"Beginning, start ",outset,9
Discolorations or dirt marks ,stains,2
Greek god of the sea ,poseidon,1
A cloche (anag) - spiral cavity of the inner ear,cochlea,1
Lady Hamilton's admiral lover ,nelson,1
A monarch's spouse ,consort,1
Unreal ,illusory,20
Fermented grape juice ,wine,1
Young woman entering society ,debutante,1
Agreement ,assent,10
Unwell ,ill,3
Hitchcock film ,the birds,5
Lends a hand ,assists,1
Foe,enemy,1
