CLUE,ANS,POS
Slayer of the Minotaur ,theseus,1
Something left out ,omission,3
Atomic number 85 ,astatine,1
Fragile ,delicate,2
"Handle, oversee ",manage,9
Stylish ,chic,1
"Harmful, unfavourable ",adverse,3
Fruit (that can be split?) ,banana,2
Appealingly fanciful ,whimsical,5
Branch of mathematics ,geometry,2
Capable of stretching ,tensile,18
Passage between seats ,aisle,1
Sound of a plane flying faster than the speed of sound ,sonic boom,12
Bring in from abroad ,import,1
Off-white ,cream,3
Country house ,villa,2
Pyramids location ,giza,4
Fish eggs ,roe,1
Causing laughter ,comic,10
Standards on which to base judgment ,criteria,1
