CLUE,ANS,POS,FOUND IN
"Experience, perceive ",feel,3,"Feel - To experience and respond emotionally; perceive as painful, pleasant etc."
Of abode of the blessed dead in Greek mythology ,elysian,10,Elysian Plains
Crowd ,mass,3,Swarming mass
Inebriated ,drunk,1,Drunkard
Italian sparkling wine ,asti,2,Moscato d'Asti
"-- - -- Ma, American cellist of Chinese/French origins",yo-yo,2,Yo-Yo Ma
It may be grizzly or polar ,bear,1,Bear - Refers both to Grizzly Bears (grizzly) and Polar Bears (polar).
Identical ,same,2,Same as another
Rips; droplets ,tears,5,"Weeping (tears, a form of liquid)"
Bizet opera ,carmen,8,Carmen (Opera)
Pulverise ,mash,9,Smash
Emaciated ,skeletal,2,Skeletal (physical appearance)
