CLUE,ANS,POS,FOUND IN
Dependent upon ,reliant,2,Reliant on
This leaf may conceal nudity in art ,fig,3,Fig leaf
Slight wind ,breeze,1,Gentle breeze
Produce shoots ,sprout,1,Sprouts
Vegetable ,pea,10,Peas
Established lines of travel ,routes,1,Familiar routes
Hale ,healthy,10,"Hazardous (ironically, ""hale"" can mean ""healthy"" or ""wholesome,"" but it can also mean ""dangerous"" or ""risky"")"
"On ship, train or plane ",aboard,3,Aboard a vessel
Pretty girl ,belle,14,Belles
"Captain -, polar explorer with Scott ",oates,9,Lawrence Oates
