CLUE,ANS,POS
Highly seasoned meat and vegetable stew,ragout,60
Sheaths for guns ,holsters,43
Male members of Scottish family groups ,clansmen,2
Elegant British tree,silver birch,52
Powerful falcon ,peregrine,43
The Taming of the --,shrew,2
Devon river ,exe,4
Israelite leader betrayed by Delilah ,samson,2
"Such as M, X, V and I ",roman numerals,22
They're used for grinding ,pestles,16
Inflammation of head cavities ,sinusitis,17
Purple,violet,47
Elliptical figure,oval,44
Room to manoeuvre ,leeway,28
