CLUE,ANS,POS,FOUND IN
Trick ,hoax,7,Intellectual hoax
Watery milk ,whey,8,Lactated whey (used to dilute whole milk)
Indian term of respect,sahib,8,"Sahib (used in formal contexts, often combined with an honorable profession or position, e.g., Sahib-e-Azam - The Great One)"
Islands off Cornwall ,scilly,1,Isles of Scilly
Enunciation ,diction,4,Diction: Choice of words and phrases in speech or writing
Female deity,goddess,1,"Divine matroness: A revered female goddess, often associated with motherhood or fertility."
Chasm ,abyss,15,Abyssal crevice
Tanned hide ,leather,2,Dry leather
Violent winds and rain ,storms,20,Typhoon (in the context of tropical storms)
"Eg, Vesuvius ",volcano,3,Geothermal volcano
Costed ,priced,8,Priced goods
Demonstrate ,show,2,"Showcasing linguistic prowess by translating the French phrase ""Le temps est un voleur"" into English and explaining its relevance to the given crossword clue: ""Time steals moments from us when we least expect it."" (Translation: Time is a thief; Relevance: both emphasize time's fleeting nature)"
Consequence caused by something else ,effect,1,Direct result: Effects of action
One of Montezuma's people,aztec,1,Aztec citizen
Athenian king ,theseus,7,"Theseus: The legendary founder-king of Athens, known for uniting the region's various tribes and establishing the city-state as a dominant force in ancient Greece."
Complacent ,smug,11,Smugness
"... of the fittest, natural selection ",survival,2,Survival-of-the-fittest organisms
Clear savoury jelly ,aspic,6,Aromatic aspic
Unpunctuality ,tardiness,13,Chronic tardiness
Cover on a car wheel ,hubcap,6,Hubcap enclosure
