CLUE,ANS,POS,FOUND IN
Fewer ,less,4,Lesser
Forgive sins,absolve,17,Sins absolved
Wryly satirical ,ironic,3,Ironic humor
Formerly Nyasaland ,malawi,1,"Previously referred to as: Malawi's former name, prior to its independence in 1964"
Renounce (a belief) ,recant,8,Recant doctrine
Golf ball support ,tee,1,Tee holder
Take over plane by force in flight ,hijack,1,Hijacking
Book of maps ,atlas,4,Atlas Series
Pointed weapons ,spears,11,Pointed sticks or spears
Artillerymen,gunners,3,"Gunnersman: A term synonymous to artillerymen, referring to a soldier specialized in handling guns and weapons systems."
Beforehand ,early,12,Early on
Aristocratic lady,countess,16,Prestigious countess
Polite addition to a request ,please,8,"""I hope it won't be burdensome to ask, but could you please help me...?"""
A feeling of righteous anger,outrage,4,Moral outrage
Large military force,army,1,Massive army
