CLUE,ANS,POS,FOUND IN
Get bigger ,grow,6,Growth (as in a growing trend)
They decide outcomes of contests ,judges,2,Panel of judges
Snow vehicle and heavy hammer ,sledge,2,"Snow vehicle - ""Sledge"" could be a potential fit as it might refer to a sled being pulled over snow but lacks the alliterative quality with 'heavy hammer.' A more fitting option might be ""snowmobile,"" which is a common term for a motorized vehicle used on snow, though it doesn't match perfectly."
Ought to ,should,8,Should do
Food from milk curd ,cheese,1,"Curds – The solid component that forms after milk has been curdled, used in making cheese or as a food source."
Tufted velvety cord or yarn ,chenille,7,Chenille (a type of yarn known for its tufted texture)
Furthest extent ,limit,3,Extreme limit
Aid in a crime ,abet,1,Abetting
Dismal ,drear,3,Dreary
Horned dinosaur ,triceratops,2,"Triceratops - Perhaps the most iconic, known for its three large horns above its eyes and a smaller nose horn, along with a bony frill at the back of its head."
Scrubland ,heath,17,Heath-like vegetation area
With much to do ,busy,2,Busybody
Polynesian garland ,lei,1,Hawaiian lei
One with no illusions ,realist,2,Realistic
