CLUE,ANS,OUTPUT
One after another ,on the trot,"['On tap', 'Abundant', 'Easily obtainable', 'Accessible', 'Obtainable on demand', 'At-hand', 'Handy', 'Quickly available', 'Immediate', 'Instantly obtainable', 'Convenient', 'Readily accessible', 'Within reach', 'Available at short notice', 'Up-to-the-minute', 'Promptly available', 'Quick-fetching', 'Straightforward to obtain', 'Directly obtainable', 'Instantaneously accessible']"
"'Despite, still (4,2)' ",even so,"['Convenient', 'Abundant', 'Easy', 'Accessible', 'Obtainable', 'Up-to-date', 'Timely', 'Timely', 'Immediate', 'Instantaneous', 'Convenient', 'Readily available', 'Within reach', 'Available on demand', 'Ready at hand', 'Promptly available', 'Quick-fetching', 'Direct', 'Immediate', 'Ready']"
Slayer of the Minotaur ,theseus,[]
Temporary residence ,stay,"['Hunger', 'Thirst', 'Dehydration', 'Starvation', 'Hunger pangs', 'Hungry', 'Hungered', 'Hungry stomach', 'Hungry heart', 'Hungry soul', 'Hungered (when used in a broader sense)', 'Hungry (when used in a more general sense)', 'Hungry for knowledge', 'Hungry for entertainment', 'Hunger for adventure', 'Hungry for peace', 'Hungry for freedom', 'Hungry for love', 'Hungry for connection', 'Hungry for self-respect']"
Something left out ,omission,"['On tap', 'Abundant', 'Easily obtainable', 'Accessible', 'Obtainable on demand', 'At-hand', 'Handy', 'Quickly available', 'Immediate', 'Instantly obtainable', 'Convenient', 'Readily accessible', 'Within reach', 'Available at short notice', 'Up-to-the-minute', 'Promptly available', 'Quick-fetching', 'Straightforward to obtain', 'Directly obtainable', 'Instantaneously accessible']"
Atomic number 85 ,astatine,[]
Portuguese city ,oporto,[]
Fragile ,delicate,"['The given clue is ""20 words that match the given clue""', 'On tap', 'Abundant', 'Easily obtainable', 'Accessible', 'Obtainable on demand', 'At-hand', 'Handy', 'Quickly available', 'Immediate', 'Instantly obtainable', 'Convenient', 'Readily accessible', 'Within reach', 'Available at short notice', 'Up-to-the-minute', 'Promptly available', 'Quick-fetching', 'Straightforward to obtain', 'Directly obtainable', 'Instantaneously accessible']"
"Dependant, underling",minion,"['Therefore, I cannot generate the list you requested.']"
"Handle, oversee ",manage,[]
Stylish ,chic,[]
Alert ,alive,[]
"Harmful, unfavourable ",adverse,[]
Mildew ,mould,"['The pattern is a sequence of 20 consecutive words that are all synonyms for ""hungry"".', 'Unfed', 'Undernourished', 'Malnourished', 'Starving', 'Famished', 'Hungry stomach', 'Inadequately fed', 'Underfed', 'Deprived of food', 'Nutrient-deficient', 'Fasting (when unintended)', 'Empty belly', 'Goiter (indirectly related to left hungry)', 'Vitamin deficiency', 'Picky eater (can lead to hunger if not addressed)', 'Food insecurity', 'Underfed child', 'Unfulfilled appetite', 'Empty pantry', 'Lean and gaunt (due to lack of food)']"
"Pam - - , poetess ",ayres,"['The pattern is a list of synonyms for the word ""hungry""', 'Unfed', 'Undernourished', 'Malnourished', 'Starving', 'Famished', 'Hungry stomach', 'Inadequately fed', 'Underfed', 'Deprived of food', 'Nutrient-deficient', 'Fasting (when unintended)', 'Empty belly', 'Goiter (indirectly related to left hungry)', 'Vitamin deficiency', 'Picky eater (can lead to hunger if not addressed)', 'Food insecurity', 'Underfed child', 'Unfulfilled appetite', 'Empty pantry', 'Lean and gaunt (due to lack of food)']"
Fruit (that can be split?) ,banana,[]
Appealingly fanciful ,whimsical,[]
Put foot on a pest ,step,[]
Branch of mathematics ,geometry,[]
Capable of stretching ,tensile,[]
The process of adding carbon dioxide to liquid under pressure ,aeration,[]
Passage between seats ,aisle,[]
Present ,here,[]
Mother-of-pearl ,nacre,"['Here are 20 words that match the clue:', 'Hunger', 'Hungry', 'Starving', 'Emaciated', 'Starvation', 'Hungry stomach', 'Malnourished', 'Undernourished', 'Deprived of food', 'Nutrient-deficient', 'Fasting', 'Empty belly', 'Undernourished child', 'Lean and gaunt', 'Hungry stomach', 'Food insecure', 'Hungry people', 'Hungry animals', 'Hunger pangs', 'Empty pantry']"
Having a tooth-like edge -- ante Ted (anag) ,dentate,[]
"Charm, captivate ",beguile,[]
Sound of a plane flying faster than the speed of sound ,sonic boom,[]
Adore (anag.) ,oared,[]
Setting for a scene ,backdrop,"['Here are 20 words that match the clue:', 'Hunger', 'Hungry', 'Food', 'Eater', 'Hungry stomach', 'Hungry children', 'Empty stomach', 'Thirsty', 'Hungry heart', 'Hungry hands', 'Hunger pangs', 'Hunger relief', 'Hunger relief foods', 'Hunger prevention', 'Food additives', 'Processed foods', 'Empty pantry', 'Food insecurity', 'Hunger relief', 'Hunger relief organizations']"
Bring in from abroad ,import,"['The pattern is a list of words that end in the letter "" hungry"".', 'Unfed', 'Undernourished', 'Malnourished', 'Starving', 'Famished', 'Hungry stomach', 'Inadequately fed', 'Underfed', 'Deprived of food', 'Nutrient-deficient', 'Fasting (when unintended)', 'Empty belly', 'Goiter (indirectly related to left hungry)', 'Vitamin deficiency', 'Picky eater (can lead to hunger if not addressed)', 'Food insecurity', 'Underfed child', 'Unfulfilled appetite', 'Empty pantry', 'Lean and gaunt (due to lack of food)']"
Very tactful person ,diplomat,[]
Off-white ,cream,[]
Bird of prey ,raptor,[]
Aiding ,helping,[]
Welcome; cry (Scots) ,greet,"['The 20 words that match the clue are:', 'Unfed', 'Undernourished', 'Malnourished', 'Starving', 'Famished', 'Hungry stomach', 'Inadequately fed', 'Underfed', 'Deprived of food', 'Nutrient-deficient', 'Fasting (when unintended)', 'Empty belly', 'Goiter (indirectly related to left hungry)', 'Vitamin deficiency', 'Picky eater (can lead to hunger if not addressed)', 'Food insecurity', 'Underfed child', 'Unfulfilled appetite', 'Empty pantry', 'Lean and gaunt (due to lack of food)']"
Country house ,villa,"['On tap', 'Abundant', 'Easily obtainable', 'Accessible', 'Obtainable on demand', 'At-hand', 'Handy', 'Quickly available', 'Immediate', 'Instantly obtainable', 'Convenient', 'Readily accessible', 'Within reach', 'Available at short notice', 'Up-to-the-minute', 'Promptly available', 'Quick-fetching', 'Straightforward to obtain', 'Directly obtainable', 'Instantaneously accessible']"
Pyramids location ,giza,[]
Sweet almond biscuit ,macaroon,[]
Egotistical ,selfish,[]
Magician ,conjuror,[]
Giving off substances ,emissive,[]
Short period of relief ,respite,"['On tap', 'Abundant', 'Easily obtainable', 'Accessible', 'Obtainable on demand', 'At-hand', 'Handy', 'Quickly available', 'Immediate', 'Instantly obtainable', 'Convenient', 'Readily accessible', 'Within reach', 'Available at short notice', 'Up-to-the-minute', 'Promptly available', 'Quick-fetching', 'Straightforward to obtain', 'Directly obtainable', 'Instantaneously accessible']"
Fish eggs ,roe,[]
Rendezvous ,tryst,[]
Self-assured and positive ,assertive,[]
Causing laughter ,comic,"['Therefore, the 20 words that match the clue are:', 'On tap', 'Abundant', 'Easily obtainable', 'Accessible', 'Obtainable on demand', 'At-hand', 'Handy', 'Quickly available', 'Immediate', 'Instantly obtainable', 'Convenient', 'Readily accessible', 'Within reach', 'Available at short notice', 'Up-to-the-minute', 'Promptly available', 'Quick-fetching', 'Straightforward to obtain', 'Directly obtainable', 'Instantaneously accessible']"
Row ,tier,[]
Standards on which to base judgment ,criteria,[]
Protruding ,obtrusive,[]
Attached with pointed piece of metal ,pinned,[]
