CLUE,ANS,POS,FOUND IN
Rational motive ,reason,1,Logical reason
Modifier of a noun ,adjective,1,"Adjective - A word that describes or modifies a noun, such as ""happy dog"" or ""tall building""."
Anger ,ire,11,Ire-filled
Boast ,brag,2,Brag about
The science of the earth's crust ,geology,9,Structural geology: This branch of geology focuses on the study of the three-dimensional geometry of rock formations and how they were formed
Nethermost,lowest,1,Lowest in elevation or position
Country and bird ,turkey,15,Turkey - Kebab - Eagle
Answerable ,liable,20,"Reliable (as in ""reliably answering questions"")"
"Anne ---, married Shakespeare ",hathaway,2,"""Anne Hathaway? Isn't that some sort of candy or something?"" *chuckles* Oh, no, my dear"
"Follow-up film, book etc",sequel,1,"Sequel: ""Hungry for More"""
River at Bath ,avon,2,Avon!
Birth control device ,contraceptive,4,"Hormonal contraceptives: These include pills, patches, rings, and injections that contain hormones to prevent pregnancy"
