CLUE,ANS,POS,FOUND IN
Having less feeling - quantity ,number,7,Deficit in numbers
"Archetype, master copy ",original,3,Original form
Large tall chimneys ,stacks,1,Industrial stacks
Relating to immediate surroundings ,ambient,11,Ambient environment
Dispenser of vapour for the nose or lungs ,inhaler,12,Steam inhaler
Luxury railway carriage ,pullman,1,Pullman car
Roman silver coin -- is unread (anag),denarius,2,"Denarius – By removing the letter ‘d’ and adding an ‘i,’ we get “nariuns,” resembling 'naris' (Latin for nostril) indicating something that could be unread because it is not spoken but seen."
Northern Ireland city ,omagh,16,Omagh (in the neighboring county of Tyrone)
Toy bear ,teddy,1,Teddy Bear
Set of computer instructions ,program,7,Program logic
Largest Canary island ,tenerife,4,Tenerife (second largest but not part of this category as it is larger than Fuerteventura)
Wild animals; a soccer team ,wolves,8,Canines (such as wolves or foxes)
