CLUE,ANS,POS,FOUND IN
Quick photo ,snapshot,8,Speedy snapshot
Of a horse ,equine,10,Hobby (small breeds of domestic equines)
Foxtrot's precursor,one-step,8,"One-Step (also known as ""Barn Dance"", an older predecessor of various ballroom dances)"
Long pillow ,bolster,4,Full-length bolster
Plucked instrument ,harp,2,Harpist's tool
Follower of Haile Selassie ,rasta,1,Rastafarian
Hand over; plaster ,render,1,Surrender
Period of history ,age,1,"Middle Ages (medieval times, 5th-15th century)"
Rich dessert cake ,gateau,1,Black Forest gateau
Sir Arthur Conan -- ,doyle,2,Conan Doyle (author of Sherlock Holmes)
Slop - command to huskies! ,mush,4,"Mush! (a traditional command in dog-sledding to start running quickly, often associated with feeding the dogs afterward)"
Cut of meat from between rib and haunch ,loin,19,Short loin tip
