CLUE,ANS,POS
Occupant ,resident,1
Nevertheless ,even so,9
"Extinguish, wipe out ",eradicate,2
'Many are called but few are ...' ,chosen,1
Baleful ,ominous,7
Young geese ,goslings,1
Air-filled bag ,balloon,1
Opera by Verdi ,il trovatore,13
Closely compacted ,dense,1
Trainee officer ,cadet,2
Extra payment ,bonus,1
Achieve successfully ,accomplish,1
Ovine animal-keeper ,shepherd,1
1979 US film about Vietnam,apocalypse now,1
Submarine's eye? ,periscope,1
Landing-place ,heliport,15
Metal joint,weld,1
People of high birth,gentry,3
"Call on, go to see ",visit,7
Best possible,ideal,2
Eucharistic cups ,chalices,1
Ravine ,gorge,1
"Apprise, notify ",inform,1
Muggy ,humid,1
Without fixed limits or restrictions,open-ended,7
Rough calculation ,estimate,1
Online document ,web page,3
Star sign ,virgo,6
"Horrified, shocked ",aghast,12
Egyptian goddess ,isis,1
"Atrocious, awful ",dreadful,6
"London area, centre of the UK diamond trade",hatton garden,4
Bed of sedimentary rock,stratum,2
Easy - without suffering ,painless,3
Thighbone ,femur,1
