CLUE,ANS,POS
"Appealed earnestly, begged ",entreated,5
An artist works in it ,studio,2
Injure or harm severely ,maim,4
Clergyman ,vicar,5
First batsman ,opener,2
Small mouse-like rodent ,vole,3
Step on dry land,disembark,5
Tedium,ennui,4
Legally confiscate ,sequester,9
"Foreigner, outsider ",alien,2
Yacht races as part of sporting event ,regattas,2
One travelling widely ,globetrotter,3
Convexity of the surface of a road ,camber,2
Grasp firmly,seize,44
Move from one place to another ,transfer,15
Green part that forms a flower's calyx,sepal,2
