CLUE,ANS,OUTPUT
Salted away ,hoarded,"['Spent', 'Stole', 'Spite', 'Slant', 'Slayn', 'Slate', 'Slats', 'Sleep', 'Slept', 'Slight', 'Slipd', 'Slips', 'Slope', 'Smelt', 'Smite', 'Snort', 'Spasm', 'Spate', 'Spelt', 'Stole']"
Medicine given for its psychological benefit alone,placebo,"['Prozac', 'Valium', 'Xanax', 'Klonopin', 'Seroquel', 'Zoloft', 'Paxil', 'Celexa', 'Lexapro', 'Cymbalta', 'Effexor', 'Elavil', 'Tofranil', 'Anafranil', 'Nortriptyline', 'Amitriptyline', 'Doxepin', 'Mirtazapine', 'Venlafaxine', 'Buspirone']"
"Walk along idly, take your time ",dawdle,"['Stroll', 'Saunter', 'Amble', 'Loiter', 'Meander', 'Wander', 'Trudge (in a slow and casual manner)', 'Plod', 'Sashay (with a bit of flair)', 'Strut (but not too quickly)', 'Mosey', 'Poke along', 'Tarry', 'Lag behind', 'Dilly-dally', 'Drag out', ""Take one's sweet time"", 'Plod along', 'Amble along', 'Wile away']"
Narrow ,taper,"['Thin', 'Slender', 'Tight', 'Constricted', 'Limited', 'Confined', 'Restricted', 'Inconspicuous', 'Close', 'Narrow-minded', 'Skinny', 'Svelte', 'Tenuous', 'Elongated (opposite of narrow, but fits)', 'Finely-wrought (referring to a narrow margin or error)', 'Compact', 'Cozy', 'Intimate', 'Exigent', 'Precise']"
Likeness of a person ,portrait,"['Character', 'Personality', 'Disposition', 'Temperament', 'Nature', 'Aura', 'Essence', 'Core', 'Psyche', 'Soul', 'Being', 'Individuality', 'Quirkiness', 'Flair', 'Tone', 'Attitude', 'Mien', 'Gravitas', 'Demeanor', 'Proclivities']"
Blasted -- odd G-man (anag) ,goddamn,"['J Edgar Hoover', 'Eliot Ness', 'Melvin Purvis', 'Thomas Wirths', 'John Dillinger', 'Al Capone', 'Pretty Boy Floyd', 'Bonnie Parker', 'Clyde Barrow', 'George Machine Gun Kelly', 'John Wesley Hardin', 'Belle Starr', 'Butch Cassidy', 'Slick Nick Carr', 'The Sundance Kid', 'Baby Face Nelson', 'Dillinger Doyle', 'Pretty Boy Floyd Jr.', 'Butch and Sundance', 'G-Men Gangster']"
Said or did again ,iterated,"['Spoke', 'Made', 'Told', 'Shone', 'Ate', 'Felt', 'Bought', 'Sold', 'Took', 'Showed', 'Gave', 'Didst', 'Went', 'Came', 'Brought', 'Said', 'Played', 'Found', 'Wore', 'Hired', '""said"" or ""did"") or an adjective describing someone\'s actions (e.g']"
Articulated lorry ,juggernaut,"['Semi', 'Truck', 'Haulier', 'Tractor unit', 'Rigid', 'Drawbar', 'Trailer', 'Carriage', 'Wagon', 'Locomotive', 'Tramper', 'Lowloader', 'Tipper', 'Crane truck', 'Hiab', 'Moffett', 'Telehandler', 'Boom truck', 'Forklift', 'Container carrier']"
Macabre quality ,ghastliness,"['Ghastly', 'Grim', 'Gruesome', 'Grotesque', 'Foul', 'Barbarous', 'Savage', 'Brutal', 'Cynical', 'Morbid', 'Cadaverous', 'Putrid', 'Corrupt', 'Wicked', 'Depraved', 'Abhorrent', 'Repellent', 'Unseemly', 'Unsightly', 'Loathsome']"
Getting rid of all one's property,selling up,"['Liquidating', 'Downsizing', 'Divesting', 'Selling off', 'Dispensing with', 'Purging', 'Depleting', 'Eliminating', 'Winding down', 'Disposing of', 'Abandoning', 'Relinquishing', 'Surrendering', 'Parting with', 'Vacating', 'Clearing out', 'Evacuating', 'Bidding farewell to', 'Letting go of', 'Offloading']"
Able to be taken up ,adoptable,"['Airlifted', 'Raised', 'Lifted', 'Picked', 'Plucked', 'Hauled', 'Carried', 'Taken', 'Seized', 'Caught', 'Reaped', 'Gathered', 'Collected', 'Conveyed', 'Transported', 'Upended', 'Upswept', 'Elevated', 'Aspired', 'Uplifted']"
Think of as perfect ,idealise,"['Ideal', 'Flawless', 'Spotless', 'Impeccable', 'Unblemished', 'Flaw-free', 'Without fault', 'Error-less', 'Infallible', 'Infaltable', 'Perfectly fine', 'Absolutely spot on', 'Utterly flawless', 'Completely error-free', 'Totally unblemished', 'Not a single flaw', 'No imperfections', 'Flawless to the last detail', 'Without blemish or defect', 'In every way, without exception']"
State of high esteem ,repute,"['Admiration', 'Honor', 'Respect', 'Esteem', 'Regard', 'Veneration', 'Reverence', 'Awe', 'Deference', 'Idolization', 'Exaltation', 'Glory', 'Praise', 'Acclaim', 'Applause', 'Huzzah', 'Kudos', 'Accolade', 'Encomium', 'Adoration']"
Took to be the case ,assumed,"['Seemed', 'Appeared', 'Became', 'Developed', 'Emerged', 'Erupted', 'Manifested', 'Materialized', 'Occurred', 'Resulted', 'Showed', 'Surmised', 'Turned out to be', 'Was found to be', 'Proved to be', 'Transpired', 'Unfolded', 'Revealed itself', 'Disclosed', 'Manifest']"
Sleep-inducing ,soporific,"['Lullaby', 'Serenity', 'Tranquility', 'Slumber', 'Restfulness', 'Snooze', 'Doze', 'Drowse', 'Coma', 'Torpor', 'Hypnosis', 'Anesthesia', 'Sedation', 'Somnolence', ""Insomnia (ironically, as it's the opposite of sleep-inducing, but some people might find its description calming!)"", 'Dreaminess', 'Slumberous', 'Dozy', 'Snoozeworthy', 'Repose']"
Wait concealed ,lie doggo,"['Abide', 'Conceal', 'Hideaway', 'Retain', 'Reserve', 'Holdback', 'Keepundercover', 'Suspend', 'Postpone', 'Defer', 'Delayed', 'Withhold', 'Secretlyawait', 'Patientlyconceal', 'Delay', 'Tarry', 'Abstain', 'Refrain', 'Holdinabeyance', 'Latent']"
Fall from the faith ,lapse,"['Apostate', 'Defect', 'Rebel', 'Renounce', 'Abandon', 'Desert', 'Turn away', 'Lose faith', 'Distrust', 'Discard', 'Repudiate', 'Disavow', 'Forsake', 'Abjure', 'Decline', 'Relinquish', 'Give up on', 'Wean oneself from', 'Backslide', 'Fall away']"
Wise guy,know-all,"['Sage', 'Mentor', 'Philosopher', 'Scholar', 'Expert', 'Connoisseur', 'Savvy', 'Astute', 'Perceptive', 'Insightful', 'Discerning', 'Judicious', 'Prudent', 'Considerate', 'Thoughtful', 'Reflective', 'Intuitive', 'Omniscient', 'Erudite', 'Enlightened']"
It resembles an onion ,shallot,"['Layer', 'Bulbous', 'Teary-eyed (referring to onions making one cry)', 'Ring-shaped', 'Pungent-smelling', 'Flattened sphere', 'Globular', 'Spheroid', 'Orbicular', 'Ball-like', 'Ellipsoidal', 'Oval-shaped', ""Bulbous (again, because it's a great match!)"", 'Dome-shaped', 'Hemisphere', 'Conical', 'Nodular', 'Spherical', 'Curvaceous', 'Ovoid']"
Morally reprehensible ,evil,"['Abhorrent', 'Deplorable', 'Despicable', 'Detestable', 'Execrable', 'Foul', 'Heinous', 'Inexcusable', 'Loathsome', 'Odious', 'Repugnant', 'Reprehensible', 'Revolting', 'Shocking', 'Shameful', 'Unpardonable', 'Unspeakable', 'Wicked', 'Abominable', 'Grotesque']"
