CLUE,ANS,POS
Elgar (anag),large,20
At high speed ,fast,1
Bursary ,grant,2
Seesaw,teeter,1
Exclamation from Archimedes ,eureka,2
Choose ,select,1
Stretch ,extend,1
Contentious point ,issue,1
Branch of mathematics,geometry,2
What cows chew ,cud,17
Keepsake ,memento,1
Flower of forgetfulness,poppy,13
"Cloth, material ",fabric,1
Band crew member ,roadie,1
"Annul, revoke ",repeal,2
Tell ,narrate,6
Feedback ,reaction,4
Left out ,omitted,2
"Usually, ordinarily ",commonly,7
Sister of Osiris ,isis,2
Native of Calcutta region ,bengali,1
Ship ,liner,4
A case or example of something ,instance,1
Songbird,thrush,1
Changing direction ,turning,5
