CLUE,ANS,POS
Edict ,decree,1
Town in county Fermanagh ,enniskillen,1
Emitting moisture in the form of vapour ,steaming,6
It attaches tissue to bone ,tendon,3
Turnaround,reversal,4
Holy ,divine,2
Betting ,wagering,1
Dug in,entrenched,5
Touching lightly so as to cause laughter ,tickling,1
Close by,adjacent,2
Line of stakes as a defence,palisade,16
Band of contrasting colour ,stripe,1
"Adulterated, tainted ",impure,5
Motor vehicle for the seashore ,beach buggy,1
Proper; owed ,due,1
The official who ensures fair play ,referee,1
Worry ,fret,1
Process of ending ,cessation,1
