CLUE,ANS,POS,FOUND IN
Stuff ,cram,10,Crammed
Road tax ,toll,10,Toll fee
Consumed ,ate,1,Eaten
"Torn apart, severed ",sundered,19,Sundered components
General pardon - international charity ,amnesty,3,Worldwide amnesty program
Take a chance ,risk,1,Risky opportunity
"A lively sociable person, always up front ",extrovert,1,Extroverted
Famous diarist ,pepys,2,Samuel Pepys
Full and complete ,entire,4,Entirely filled
Cook slowly ,stew,6,Stewed over time
Military group ,troop,2,Troops
Supplicate,pray,4,Pray humbly
