CLUE,ANS,POS
Rabbit coop ,hutch,1
In a dispute (with) ,at loggerheads,15
Soundless ,silent,1
Get off a horse,dismount,2
Resident ,citizen,4
Magical being ,fairy,5
Capital of South Carolina ,columbia,1
"Guest, caller ",visitor,1
Capital of Rwanda ,kigali,1
Morally right ,ethical,1
Coterie ,clique,2
One of London's airports ,stansted,3
Organ of sight ,eye,1
Structure in an apiary,beehive,1
Beatrix Potter character ,peter rabbit,1
Unruffled ,composed,2
"Motives, rounds ",reasons,7
Builder's safety wear ,hard hat,1
Jealous emotion - deadly sin,envy,1
Baked dough ,pastry,1
