CLUE,ANS,POS
Moroccan stew cooked in a pot with a conical lid ,tagine,1
Adversary ,opponent,1
Oblivious ,unaware,1
"Surreptitious, furtive ",stealthy,8
"Plead, implore ",beg,1
Tenth month,october,1
Hearth ,fireplace,1
Backs of legs ,calves,1
Spanish wine cocktail ,sangria,1
Wordy ,verbose,1
Tailless marsupial down under ,wombat,5
Small mound from burrowing ,molehill,1
Town in Surrey ,woking,2
Difficulty in reading and spelling ,dyslexia,1
Stronghold ,fortress,1
Movie ,film,3
Vedic hymn ,mantra,1
