CLUE,ANS,POS
American term for swede ,rutabaga,1
Weighty book ,tome,1
Landslide,avalanche,7
Rascal ,scamp,3
Extremely wicked ,evil,15
"Uncover, expose to view ",expose,4
Large flightless bird ,ostrich,2
Entertained ,amused,1
Occurrences ,events,1
Missive ,letter,1
Joke; silencer ,gag,16
Lazy ,idle,8
Study of language and its structure ,linguistics,1
Throw about ,scatter,14
Reduce by a factor of two ,halve,1
Food passed through a liquidiser ,puree,1
Surviving fragment,remnant,1
