CLUE,ANS,POS
"Refined, not tawdry ",tasteful,10
In spite of that ,nevertheless,1
Authentic ,real,2
Region around Middlesbrough ,teesside,2
Innocent ,naive,1
Northern seabird with short neck and brightly coloured bill,puffin,1
Genuine ,authentic,1
Scientific study of animals ,zoology,1
Salaries etc ,earnings,3
Ceremonial march ,parade,1
Pendant of frozen water ,icicle,6
Stratum ,layer,1
Notion ,concept,2
"Causing injury or damage, say poison or malice ",harmful,1
Protection for the head ,helmet,1
"Morally correct, in accordance with principles ",ethical,1
A Greek dip ,taramasalata,6
Ranch in Latin America ,hacienda,1
One without mother or father ,orphan,2
Unit of a poem ,stanza,1
Typical English dish ,roast beef,1
Criminal who makes dud bank notes ,forger,1
Beer ,lager,2
Cereal crop ,oats,4
Mythological monster ,chimera,1
Moved or drew apart ,diverged,4
"Lump (of gold, etc) ",nugget,1
Stretchy ,elastic,1
Chaos ,turmoil,2
