CLUE,ANS,POS,FOUND IN
Lose strength,weaken,1,Weakened muscles
Favouritism ,bias,2,Biased favoring
Keenness for food ,appetite,5,Appetite strong
Procedure ,method,2,Methodical approach
Senior - tree ,elder,9,Elderly willow
Flash in the sky ,lightning,5,Lightning bolt
Orchestral hardware ,instruments,1,Brass instruments
Tidy ,neat,1,Neatly arranged
Profound ,deep,1,Deep-seated
Hill near Telford ,wrekin,4,Wrekin Hill
Entrap ,snare,3,Ensnared
Pondered ,mused,5,Mused over
Done in an obvious way ,overt,7,Overtly conspicuous
Perfect for the purpose ,ideal,1,Ideal candidate
Comfy seat ,armchair,4,Padded armchair
