CLUE,ANS,POS,FOUND IN
Self-service meal,buffet,1,Buffet style
Afternoon performances,matinees,1,Matinees are often scheduled before 6 PM and offer a chance for audiences to enjoy entertainment during daylight hours at potentially lower prices than evening shows.
Driven by liquid under pressure ,hydraulic,9,Hydraulic machinery (utilizes the principle of liquid being pressurized to do work)
Threadlike strands growing from the skin ,hair,1,Hairs
Type of fastening - on/off key,toggle,21,Toggle lock (can refer to various types of locks that are 'toggled' into place or removed with a key mechanism).
Pulchritude,beauty,2,Beauty (direct synonym)
Blown-up photo ,enlargement,18,Proportioned enlargement
Treatment centre ,clinic,2,Recovery clinic
Carriage for hire ,hackney,3,"Hackney coach (historical term, but fits the definition)"
Wool from long-haired goats ,angora,1,"When referring to wool sourced specifically from goats, we are talking about cashmere and mohair which come respectively from Cashmere Goat (or Pashmina) and Angora Goat"
"Jeffrey, bowman? ",archer,1,Archer (a term often used for a person who uses a bow)
Turkish ,ottoman,2,"Osmanlılar (Ottomans, referring indirectly to the historical presence of Turkey as the Ottoman Empire)"
Haunt -- preoccupy ,obsess,1,Obsession
Animal entrails ,offal,4,"Offal (bodily waste products and by-products not rendered useful elsewhere, includes various internal organs like liver, kidnehemes, etc.)"
Means of detecting and locating distant objects,radar,1,Radar (Radio Detection And Ranging)
Modern Constantinople ,istanbul,1,"The term ""Modern"" points towards the present-day usage, hence it refers to Istanbul today"
