CLUE,ANS,POS
"Apply, employ ",use,1
Let-up ,respite,10
Flabbergast ,astound,1
Car (US) ,auto,1
Lie on surface of water,float,1
Facts ,data,1
"Going on and on, interminable ",endless,1
Alter ,amend,5
Fasteners with threaded shanks ,screws,1
Applaud ,cheer,2
Latin poet ,virgil,1
Two-hump camel ,bactrian,3
Male fertilising organ of flowering plants ,stamen,2
Public fuss,furore,6
Offend(ed),hurt,13
Flee ,escape,2
"Informally, an important person - sounds loud ",big shot,2
Winter sport ,skiing,1
Ownership ,possession,1
Accessible to all ,public,3
Fungus used in baking ,yeast,1
