CLUE,ANS,POS
Allocates a task ,assigns,1
Infantile,babyish,1
Assert one's right to,claim,2
Zodiac sign ,aquarius,1
Ten years ,decade,1
Window in  a roof ,skylight,1
Island mostly north of the Arctic circle,greenland,3
Be at odds,disagree,1
Medical institutions ,hospitals,1
Breed of antelope ,impala,1
Harbinger ,herald,6
Loss of memory ,amnesia,1
Lewis Carroll''s frumious monster,bandersnatch,2
The Roman emperor said to have made his horse a consul,caligula,1
Small African nocturnal primate with large eyes,bushbaby,1
Pilots,aviators,1
A wine of the best grade ,grand cru,3
Steak type ,t-bone,4
Broad smile,grin,1
Seat of a monarch ,throne,1
Italian poet ,dante,1
Member of police force ,officer,1
Lute-like instrument ,mandolin,7
Attire ,dress,4
"Placido --, singer ",domingo,1
Room in church ,vestry,17
