CLUE,ANS,POS
State of NE USA ,connecticut,6
Quick photo ,snapshot,1
Foxtrot's precursor,one-step,2
Long pillow ,bolster,1
Female sheep ,ewe,1
One who is owed,creditor,1
Plucked instrument ,harp,1
People of great learning in particular subject ,scholars,1
Long thin flag ,streamer,6
Sound loud and harsh ,blare,1
Conspicuous wealth ,opulence,2
Circus controller ,ringmaster,1
Raillery ,badinage,19
Regular salary ,stipend,4
Announce ,proclaim,2
Fusillade ,salvo,2
(Of door) slightly open ,ajar,1
Public sale to the highest bidders ,auction,1
Mythical female warriors of Scythia ,amazons,1
"Ridicule, mockery ",derision,2
Game with 24 points ,backgammon,1
Slop - command to huskies! ,mush,1
