CLUE,ANS,POS
Picture dyed into the skin ,tattoo,3
Ravine ,canyon,2
Very light gas ,helium,2
Cab ,taxi,1
Give to a good cause ,donate,1
Endeavours ,attempts,1
Conference participant ,attendee,11
Make certain ,ensure,4
Scent bag - shampoo envelope,sachet,1
Dot-dash signalling ,morse code,9
Select ,pick,3
Small ingenious device ,gadget,1
"Ballroom dance, originally from Germany",waltz,3
Constantly changing ,dynamic,6
Country and porcelain ,china,1
Reacts verbally ,replies,11
Military group ,platoon,16
Winter sport where stones are slid towards a target,curling,1
Material worn knotted round throat,necktie,9
Cricket fielding position,mid-off,9
Kingdom,monarchy,10
Illustration on special paper in a book ,plate,4
The Garden of Eden ,paradise,1
Family relative ,nephew,9
Oneness,unity,1
