CLUE,ANS,POS
Roman god of the sea ,neptune,1
The mythical giant with a single eye in the middle of his forehead ,cyclops,1
Lacking any ethical sense ,amoral,5
Simple and guileless,naive,2
Top of door or window frame ,lintel,3
Escaped or avoided ,evaded,2
Quantity of medicine ,dosage,1
Quick way to meet a new partner?,speed dating,4
"Good enough, acceptable ",adequate,4
Tool for making holes ,awl,3
"Long, narrow hilltop ranges ",ridges,1
Maritime ,nautical,3
Origins ,roots,5
Travel through an area to learn about it ,explore,1
Follower of religion founded by Joseph Smith Jr. ,mormon,1
Hebridean island ,barra,5
State-of-the-art ,cutting-edge,1
Inappropriate ,improper,1
Attack by planes,air raid,2
The kneecap ,patella,1
Field of grass ,meadow,6
Subdivisions in theatre ,scenes,2
Part of a machine with a plunging motion ,piston,1
Offer of marriage ,proposal,1
Unit of current ,ampere,1
